base_currency,expiration,is_active,kind,option_type,quote_currency,strike,symbol
BTC,1774598400000,True,option,put,BTC,120000.0,BTC-27MAR26-120000-P
BTC,1774598400000,True,option,call,BTC,125000.0,BTC-27MAR26-125000-C
BTC,1774598400000,True,option,put,BTC,125000.0,BTC-27MAR26-125000-P
BTC,1774598400000,True,option,call,BTC,130000.0,BTC-27MAR26-130000-C
BTC,1774598400000,True,option,put,BTC,130000.0,BTC-27MAR26-130000-P
BTC,1774598400000,True,option,call,BTC,135000.0,BTC-27MAR26-135000-C
BTC,1774598400000,True,option,put,BTC,135000.0,BTC-27MAR26-135000-P
BTC,1774598400000,True,option,call,BTC,140000.0,BTC-27MAR26-140000-C
BTC,1774598400000,True,option,put,BTC,140000.0,BTC-27MAR26-140000-P
BTC,1774598400000,True,option,call,BTC,145000.0,BTC-27MAR26-145000-C
BTC,1774598400000,True,option,put,BTC,145000.0,BTC-27MAR26-145000-P
BTC,1774598400000,True,option,call,BTC,150000.0,BTC-27MAR26-150000-C
BTC,1774598400000,True,option,put,BTC,150000.0,BTC-27MAR26-150000-P
BTC,1774598400000,True,option,call,BTC,155000.0,BTC-27MAR26-155000-C
BTC,1774598400000,True,option,put,BTC,155000.0,BTC-27MAR26-155000-P
BTC,1774598400000,True,option,call,BTC,160000.0,BTC-27MAR26-160000-C
BTC,1774598400000,True,option,put,BTC,160000.0,BTC-27MAR26-160000-P
BTC,1774598400000,True,option,call,BTC,170000.0,BTC-27MAR26-170000-C
BTC,1774598400000,True,option,put,BTC,170000.0,BTC-27MAR26-170000-P
BTC,1774598400000,True,option,call,BTC,180000.0,BTC-27MAR26-180000-C
BTC,1774598400000,True,option,put,BTC,180000.0,BTC-27MAR26-180000-P
BTC,1774598400000,True,option,call,BTC,190000.0,BTC-27MAR26-190000-C
BTC,1774598400000,True,option,put,BTC,190000.0,BTC-27MAR26-190000-P
BTC,1774598400000,True,option,call,BTC,200000.0,BTC-27MAR26-200000-C
BTC,1774598400000,True,option,put,BTC,200000.0,BTC-27MAR26-200000-P
BTC,1774598400000,True,option,call,BTC,210000.0,BTC-27MAR26-210000-C
BTC,1774598400000,True,option,put,BTC,210000.0,BTC-27MAR26-210000-P
BTC,1774598400000,True,option,call,BTC,220000.0,BTC-27MAR26-220000-C
BTC,1774598400000,True,option,put,BTC,220000.0,BTC-27MAR26-220000-P
BTC,1774598400000,True,option,call,BTC,230000.0,BTC-27MAR26-230000-C
BTC,1774598400000,True,option,put,BTC,230000.0,BTC-27MAR26-230000-P
BTC,1774598400000,True,option,call,BTC,240000.0,BTC-27MAR26-240000-C
BTC,1774598400000,True,option,put,BTC,240000.0,BTC-27MAR26-240000-P
BTC,1774598400000,True,option,call,BTC,260000.0,BTC-27MAR26-260000-C
BTC,1774598400000,True,option,put,BTC,260000.0,BTC-27MAR26-260000-P
BTC,1774598400000,True,option,call,BTC,280000.0,BTC-27MAR26-280000-C
BTC,1774598400000,True,option,put,BTC,280000.0,BTC-27MAR26-280000-P
BTC,1774598400000,True,option,call,BTC,300000.0,BTC-27MAR26-300000-C
BTC,1774598400000,True,option,put,BTC,300000.0,BTC-27MAR26-300000-P
BTC,1774598400000,True,option,call,BTC,320000.0,BTC-27MAR26-320000-C
BTC,1774598400000,True,option,put,BTC,320000.0,BTC-27MAR26-320000-P
BTC,1774598400000,True,option,call,BTC,340000.0,BTC-27MAR26-340000-C
BTC,1774598400000,True,option,put,BTC,340000.0,BTC-27MAR26-340000-P
BTC,1774598400000,True,future_combo,,USD,,BTC-FS-27MAR26_PERP
BTC,1774598400000,True,future_combo,,USD,,BTC-FS-26JUN26_27MAR26
BTC,1774598400000,True,future_combo,,USD,,BTC-FS-25SEP26_27MAR26
BTC,1782460800000,True,future,,USD,,BTC-26JUN26
BTC,1782460800000,True,option,call,BTC,20000.0,BTC-26JUN26-20000-C
BTC,1782460800000,True,option,put,BTC,20000.0,BTC-26JUN26-20000-P
BTC,1782460800000,True,option,call,BTC,30000.0,BTC-26JUN26-30000-C
BTC,1782460800000,True,option,put,BTC,30000.0,BTC-26JUN26-30000-P
BTC,1782460800000,True,option,call,BTC,40000.0,BTC-26JUN26-40000-C
BTC,1782460800000,True,option,put,BTC,40000.0,BTC-26JUN26-40000-P
BTC,1782460800000,True,option,call,BTC,50000.0,BTC-26JUN26-50000-C
BTC,1782460800000,True,option,put,BTC,50000.0,BTC-26JUN26-50000-P
BTC,1782460800000,True,option,call,BTC,60000.0,BTC-26JUN26-60000-C
BTC,1782460800000,True,option,put,BTC,60000.0,BTC-26JUN26-60000-P
BTC,1782460800000,True,option,call,BTC,70000.0,BTC-26JUN26-70000-C
BTC,1782460800000,True,option,put,BTC,70000.0,BTC-26JUN26-70000-P
BTC,1782460800000,True,option,call,BTC,75000.0,BTC-26JUN26-75000-C
BTC,1782460800000,True,option,put,BTC,75000.0,BTC-26JUN26-75000-P
BTC,1782460800000,True,option,call,BTC,80000.0,BTC-26JUN26-80000-C
BTC,1782460800000,True,option,put,BTC,80000.0,BTC-26JUN26-80000-P
BTC,1782460800000,True,option,call,BTC,85000.0,BTC-26JUN26-85000-C
BTC,1782460800000,True,option,put,BTC,85000.0,BTC-26JUN26-85000-P
BTC,1782460800000,True,option,call,BTC,90000.0,BTC-26JUN26-90000-C
BTC,1782460800000,True,option,put,BTC,90000.0,BTC-26JUN26-90000-P
BTC,1782460800000,True,option,call,BTC,95000.0,BTC-26JUN26-95000-C
BTC,1782460800000,True,option,put,BTC,95000.0,BTC-26JUN26-95000-P
BTC,1782460800000,True,option,call,BTC,100000.0,BTC-26JUN26-100000-C
BTC,1782460800000,True,option,put,BTC,100000.0,BTC-26JUN26-100000-P
BTC,1782460800000,True,option,call,BTC,105000.0,BTC-26JUN26-105000-C
BTC,1782460800000,True,option,put,BTC,105000.0,BTC-26JUN26-105000-P
BTC,1782460800000,True,option,call,BTC,110000.0,BTC-26JUN26-110000-C
BTC,1782460800000,True,option,put,BTC,110000.0,BTC-26JUN26-110000-P
BTC,1782460800000,True,option,call,BTC,115000.0,BTC-26JUN26-115000-C
BTC,1782460800000,True,option,put,BTC,115000.0,BTC-26JUN26-115000-P
BTC,1782460800000,True,option,call,BTC,120000.0,BTC-26JUN26-120000-C
BTC,1782460800000,True,option,put,BTC,120000.0,BTC-26JUN26-120000-P
BTC,1782460800000,True,option,call,BTC,125000.0,BTC-26JUN26-125000-C
BTC,1782460800000,True,option,put,BTC,125000.0,BTC-26JUN26-125000-P
BTC,1782460800000,True,option,call,BTC,130000.0,BTC-26JUN26-130000-C
BTC,1782460800000,True,option,put,BTC,130000.0,BTC-26JUN26-130000-P
BTC,1782460800000,True,option,call,BTC,135000.0,BTC-26JUN26-135000-C
BTC,1782460800000,True,option,put,BTC,135000.0,BTC-26JUN26-135000-P
BTC,1782460800000,True,option,call,BTC,140000.0,BTC-26JUN26-140000-C
BTC,1782460800000,True,option,put,BTC,140000.0,BTC-26JUN26-140000-P
BTC,1782460800000,True,option,call,BTC,145000.0,BTC-26JUN26-145000-C
BTC,1782460800000,True,option,put,BTC,145000.0,BTC-26JUN26-145000-P
BTC,1782460800000,True,option,call,BTC,150000.0,BTC-26JUN26-150000-C
BTC,1782460800000,True,option,put,BTC,150000.0,BTC-26JUN26-150000-P
BTC,1782460800000,True,option,call,BTC,155000.0,BTC-26JUN26-155000-C
BTC,1782460800000,True,option,put,BTC,155000.0,BTC-26JUN26-155000-P
BTC,1782460800000,True,option,call,BTC,160000.0,BTC-26JUN26-160000-C
BTC,1782460800000,True,option,put,BTC,160000.0,BTC-26JUN26-160000-P
BTC,1782460800000,True,option,call,BTC,165000.0,BTC-26JUN26-165000-C
BTC,1782460800000,True,option,put,BTC,165000.0,BTC-26JUN26-165000-P
BTC,1782460800000,True,option,call,BTC,170000.0,BTC-26JUN26-170000-C
BTC,1782460800000,True,option,put,BTC,170000.0,BTC-26JUN26-170000-P
BTC,1782460800000,True,option,call,BTC,180000.0,BTC-26JUN26-180000-C
BTC,1782460800000,True,option,put,BTC,180000.0,BTC-26JUN26-180000-P
BTC,1782460800000,True,option,call,BTC,190000.0,BTC-26JUN26-190000-C
BTC,1782460800000,True,option,put,BTC,190000.0,BTC-26JUN26-190000-P
BTC,1782460800000,True,option,call,BTC,200000.0,BTC-26JUN26-200000-C
BTC,1782460800000,True,option,put,BTC,200000.0,BTC-26JUN26-200000-P
BTC,1782460800000,True,option,call,BTC,210000.0,BTC-26JUN26-210000-C
BTC,1782460800000,True,option,put,BTC,210000.0,BTC-26JUN26-210000-P
BTC,1782460800000,True,option,call,BTC,220000.0,BTC-26JUN26-220000-C
BTC,1782460800000,True,option,put,BTC,220000.0,BTC-26JUN26-220000-P
BTC,1782460800000,True,option,call,BTC,230000.0,BTC-26JUN26-230000-C
BTC,1782460800000,True,option,put,BTC,230000.0,BTC-26JUN26-230000-P
BTC,1782460800000,True,option,call,BTC,240000.0,BTC-26JUN26-240000-C
BTC,1782460800000,True,option,put,BTC,240000.0,BTC-26JUN26-240000-P
BTC,1782460800000,True,option,call,BTC,250000.0,BTC-26JUN26-250000-C
BTC,1782460800000,True,option,put,BTC,250000.0,BTC-26JUN26-250000-P
BTC,1782460800000,True,option,call,BTC,260000.0,BTC-26JUN26-260000-C
BTC,1782460800000,True,option,put,BTC,260000.0,BTC-26JUN26-260000-P
BTC,1782460800000,True,option,call,BTC,280000.0,BTC-26JUN26-280000-C
BTC,1782460800000,True,option,put,BTC,280000.0,BTC-26JUN26-280000-P
BTC,1782460800000,True,option,call,BTC,300000.0,BTC-26JUN26-300000-C
BTC,1782460800000,True,option,put,BTC,300000.0,BTC-26JUN26-300000-P
BTC,1782460800000,True,option,call,BTC,320000.0,BTC-26JUN26-320000-C
BTC,1782460800000,True,option,put,BTC,320000.0,BTC-26JUN26-320000-P
BTC,1782460800000,True,option,call,BTC,340000.0,BTC-26JUN26-340000-C
BTC,1782460800000,True,option,put,BTC,340000.0,BTC-26JUN26-340000-P
BTC,1782460800000,True,option,call,BTC,360000.0,BTC-26JUN26-360000-C
BTC,1782460800000,True,option,put,BTC,360000.0,BTC-26JUN26-360000-P
BTC,1782460800000,True,option,call,BTC,380000.0,BTC-26JUN26-380000-C
BTC,1782460800000,True,option,put,BTC,380000.0,BTC-26JUN26-380000-P
BTC,1782460800000,True,future_combo,,USD,,BTC-FS-26JUN26_PERP
BTC,1782460800000,True,future_combo,,USD,,BTC-FS-25SEP26_26JUN26
BTC,1782460800000,True,option_combo,,BTC,,BTC-BOX-26JUN26-50000_80000
BTC,1782460800000,True,option_combo,,BTC,,BTC-BOX-26JUN26-20000_80000
BTC,1790323200000,True,future,,USD,,BTC-25SEP26
BTC,1790323200000,True,option,call,BTC,40000.0,BTC-25SEP26-40000-C
BTC,1790323200000,True,option,put,BTC,40000.0,BTC-25SEP26-40000-P
BTC,1790323200000,True,option,call,BTC,50000.0,BTC-25SEP26-50000-C
BTC,1790323200000,True,option,put,BTC,50000.0,BTC-25SEP26-50000-P
BTC,1790323200000,True,option,call,BTC,60000.0,BTC-25SEP26-60000-C
BTC,1790323200000,True,option,put,BTC,60000.0,BTC-25SEP26-60000-P
BTC,1790323200000,True,option,call,BTC,70000.0,BTC-25SEP26-70000-C
BTC,1790323200000,True,option,put,BTC,70000.0,BTC-25SEP26-70000-P
BTC,1790323200000,True,option,call,BTC,75000.0,BTC-25SEP26-75000-C
BTC,1790323200000,True,option,put,BTC,75000.0,BTC-25SEP26-75000-P
BTC,1790323200000,True,option,call,BTC,80000.0,BTC-25SEP26-80000-C
BTC,1790323200000,True,option,put,BTC,80000.0,BTC-25SEP26-80000-P
BTC,1790323200000,True,option,call,BTC,85000.0,BTC-25SEP26-85000-C
BTC,1790323200000,True,option,put,BTC,85000.0,BTC-25SEP26-85000-P
BTC,1790323200000,True,option,call,BTC,90000.0,BTC-25SEP26-90000-C
BTC,1790323200000,True,option,put,BTC,90000.0,BTC-25SEP26-90000-P
BTC,1790323200000,True,option,call,BTC,95000.0,BTC-25SEP26-95000-C
BTC,1790323200000,True,option,put,BTC,95000.0,BTC-25SEP26-95000-P
BTC,1790323200000,True,option,call,BTC,100000.0,BTC-25SEP26-100000-C
BTC,1790323200000,True,option,put,BTC,100000.0,BTC-25SEP26-100000-P
BTC,1790323200000,True,option,call,BTC,105000.0,BTC-25SEP26-105000-C
BTC,1790323200000,True,option,put,BTC,105000.0,BTC-25SEP26-105000-P
BTC,1790323200000,True,option,call,BTC,110000.0,BTC-25SEP26-110000-C
BTC,1790323200000,True,option,put,BTC,110000.0,BTC-25SEP26-110000-P
BTC,1790323200000,True,option,call,BTC,115000.0,BTC-25SEP26-115000-C
BTC,1790323200000,True,option,put,BTC,115000.0,BTC-25SEP26-115000-P
BTC,1790323200000,True,option,call,BTC,120000.0,BTC-25SEP26-120000-C
BTC,1790323200000,True,option,put,BTC,120000.0,BTC-25SEP26-120000-P
BTC,1790323200000,True,option,call,BTC,125000.0,BTC-25SEP26-125000-C
BTC,1790323200000,True,option,put,BTC,125000.0,BTC-25SEP26-125000-P
BTC,1790323200000,True,option,call,BTC,130000.0,BTC-25SEP26-130000-C
BTC,1790323200000,True,option,put,BTC,130000.0,BTC-25SEP26-130000-P
BTC,1790323200000,True,option,call,BTC,135000.0,BTC-25SEP26-135000-C
BTC,1790323200000,True,option,put,BTC,135000.0,BTC-25SEP26-135000-P
BTC,1790323200000,True,option,call,BTC,140000.0,BTC-25SEP26-140000-C
BTC,1790323200000,True,option,put,BTC,140000.0,BTC-25SEP26-140000-P
BTC,1790323200000,True,option,call,BTC,145000.0,BTC-25SEP26-145000-C
BTC,1790323200000,True,option,put,BTC,145000.0,BTC-25SEP26-145000-P
BTC,1790323200000,True,option,call,BTC,150000.0,BTC-25SEP26-150000-C
BTC,1790323200000,True,option,put,BTC,150000.0,BTC-25SEP26-150000-P
BTC,1790323200000,True,option,call,BTC,155000.0,BTC-25SEP26-155000-C
BTC,1790323200000,True,option,put,BTC,155000.0,BTC-25SEP26-155000-P
BTC,1790323200000,True,option,call,BTC,160000.0,BTC-25SEP26-160000-C
BTC,1790323200000,True,option,put,BTC,160000.0,BTC-25SEP26-160000-P
BTC,1790323200000,True,option,call,BTC,165000.0,BTC-25SEP26-165000-C
BTC,1790323200000,True,option,put,BTC,165000.0,BTC-25SEP26-165000-P
BTC,1790323200000,True,option,call,BTC,170000.0,BTC-25SEP26-170000-C
BTC,1790323200000,True,option,put,BTC,170000.0,BTC-25SEP26-170000-P
BTC,1790323200000,True,option,call,BTC,175000.0,BTC-25SEP26-175000-C
BTC,1790323200000,True,option,put,BTC,175000.0,BTC-25SEP26-175000-P
BTC,1790323200000,True,option,call,BTC,180000.0,BTC-25SEP26-180000-C
BTC,1790323200000,True,option,put,BTC,180000.0,BTC-25SEP26-180000-P
BTC,1790323200000,True,option,call,BTC,190000.0,BTC-25SEP26-190000-C
BTC,1790323200000,True,option,put,BTC,190000.0,BTC-25SEP26-190000-P
BTC,1790323200000,True,option,call,BTC,200000.0,BTC-25SEP26-200000-C
BTC,1790323200000,True,option,put,BTC,200000.0,BTC-25SEP26-200000-P
BTC,1790323200000,True,option,call,BTC,220000.0,BTC-25SEP26-220000-C
BTC,1790323200000,True,option,put,BTC,220000.0,BTC-25SEP26-220000-P
BTC,1790323200000,True,option,call,BTC,240000.0,BTC-25SEP26-240000-C
BTC,1790323200000,True,option,put,BTC,240000.0,BTC-25SEP26-240000-P
BTC,1790323200000,True,option,call,BTC,260000.0,BTC-25SEP26-260000-C
BTC,1790323200000,True,option,put,BTC,260000.0,BTC-25SEP26-260000-P
BTC,1790323200000,True,option,call,BTC,280000.0,BTC-25SEP26-280000-C
BTC,1790323200000,True,option,put,BTC,280000.0,BTC-25SEP26-280000-P
BTC,1790323200000,True,option,call,BTC,300000.0,BTC-25SEP26-300000-C
BTC,1790323200000,True,option,put,BTC,300000.0,BTC-25SEP26-300000-P
BTC,1790323200000,True,option,call,BTC,320000.0,BTC-25SEP26-320000-C
BTC,1790323200000,True,option,put,BTC,320000.0,BTC-25SEP26-320000-P
BTC,1790323200000,True,future_combo,,USD,,BTC-FS-25SEP26_PERP
BTC,1790323200000,True,option_combo,,BTC,,BTC-BOX-25SEP26-60000_95000
BTC,32503708800000,True,future,,USD,,BTC-PERPETUAL
BTC,32503708800000,True,spot,,USDC,,BTC_USDC
BTC,32503708800000,True,spot,,USDE,,BTC_USDE
BTC,32503708800000,True,spot,,USDT,,BTC_USDT
ETH,32503708800000,True,spot,,BTC,,ETH_BTC
ETH,1765353600000,True,option,call,ETH,2700.0,ETH-10DEC25-2700-C
ETH,1765353600000,True,option,put,ETH,2700.0,ETH-10DEC25-2700-P
ETH,1765353600000,True,option,call,ETH,2800.0,ETH-10DEC25-2800-C
ETH,1765353600000,True,option,put,ETH,2800.0,ETH-10DEC25-2800-P
ETH,1765353600000,True,option,call,ETH,2850.0,ETH-10DEC25-2850-C
ETH,1765353600000,True,option,put,ETH,2850.0,ETH-10DEC25-2850-P
ETH,1765353600000,True,option,call,ETH,2900.0,ETH-10DEC25-2900-C
ETH,1765353600000,True,option,put,ETH,2900.0,ETH-10DEC25-2900-P
ETH,1765353600000,True,option,call,ETH,2950.0,ETH-10DEC25-2950-C
ETH,1765353600000,True,option,put,ETH,2950.0,ETH-10DEC25-2950-P
ETH,1765353600000,True,option,call,ETH,2975.0,ETH-10DEC25-2975-C
ETH,1765353600000,True,option,put,ETH,2975.0,ETH-10DEC25-2975-P
ETH,1765353600000,True,option,call,ETH,3000.0,ETH-10DEC25-3000-C
ETH,1765353600000,True,option,put,ETH,3000.0,ETH-10DEC25-3000-P
ETH,1765353600000,True,option,call,ETH,3025.0,ETH-10DEC25-3025-C
ETH,1765353600000,True,option,put,ETH,3025.0,ETH-10DEC25-3025-P
ETH,1765353600000,True,option,call,ETH,3050.0,ETH-10DEC25-3050-C
ETH,1765353600000,True,option,put,ETH,3050.0,ETH-10DEC25-3050-P
ETH,1765353600000,True,option,call,ETH,3075.0,ETH-10DEC25-3075-C
ETH,1765353600000,True,option,put,ETH,3075.0,ETH-10DEC25-3075-P
ETH,1765353600000,True,option,call,ETH,3100.0,ETH-10DEC25-3100-C
ETH,1765353600000,True,option,put,ETH,3100.0,ETH-10DEC25-3100-P
ETH,1765353600000,True,option,call,ETH,3125.0,ETH-10DEC25-3125-C
ETH,1765353600000,True,option,put,ETH,3125.0,ETH-10DEC25-3125-P
ETH,1765353600000,True,option,call,ETH,3150.0,ETH-10DEC25-3150-C
ETH,1765353600000,True,option,put,ETH,3150.0,ETH-10DEC25-3150-P
ETH,1765353600000,True,option,call,ETH,3175.0,ETH-10DEC25-3175-C
ETH,1765353600000,True,option,put,ETH,3175.0,ETH-10DEC25-3175-P
ETH,1765353600000,True,option,call,ETH,3200.0,ETH-10DEC25-3200-C
ETH,1765353600000,True,option,put,ETH,3200.0,ETH-10DEC25-3200-P
ETH,1765353600000,True,option,call,ETH,3250.0,ETH-10DEC25-3250-C
ETH,1765353600000,True,option,put,ETH,3250.0,ETH-10DEC25-3250-P
ETH,1765353600000,True,option,call,ETH,3275.0,ETH-10DEC25-3275-C
ETH,1765353600000,True,option,put,ETH,3275.0,ETH-10DEC25-3275-P
ETH,1765353600000,True,option,call,ETH,3300.0,ETH-10DEC25-3300-C
ETH,1765353600000,True,option,put,ETH,3300.0,ETH-10DEC25-3300-P
ETH,1765353600000,True,option,call,ETH,3325.0,ETH-10DEC25-3325-C
ETH,1765353600000,True,option,put,ETH,3325.0,ETH-10DEC25-3325-P
ETH,1765353600000,True,option,call,ETH,3350.0,ETH-10DEC25-3350-C
ETH,1765353600000,True,option,put,ETH,3350.0,ETH-10DEC25-3350-P
ETH,1765353600000,True,option,call,ETH,3375.0,ETH-10DEC25-3375-C
ETH,1765353600000,True,option,put,ETH,3375.0,ETH-10DEC25-3375-P
ETH,1765353600000,True,option,call,ETH,3400.0,ETH-10DEC25-3400-C
ETH,1765353600000,True,option,put,ETH,3400.0,ETH-10DEC25-3400-P
ETH,1765353600000,True,option,call,ETH,3450.0,ETH-10DEC25-3450-C
ETH,1765353600000,True,option,put,ETH,3450.0,ETH-10DEC25-3450-P
ETH,1765353600000,True,option,call,ETH,3500.0,ETH-10DEC25-3500-C
ETH,1765353600000,True,option,put,ETH,3500.0,ETH-10DEC25-3500-P
ETH,1765353600000,True,option,call,ETH,3600.0,ETH-10DEC25-3600-C
ETH,1765353600000,True,option,put,ETH,3600.0,ETH-10DEC25-3600-P
ETH,1765353600000,True,option,call,ETH,3700.0,ETH-10DEC25-3700-C
ETH,1765353600000,True,option,put,ETH,3700.0,ETH-10DEC25-3700-P
ETH,1765353600000,True,option_combo,,ETH,,ETH-PSR12-10DEC25-3400_3300
ETH,1765353600000,True,option_combo,,ETH,,ETH-ICOND-10DEC25-3250_3300_3450_3500
ETH,1765440000000,True,option,call,ETH,2600.0,ETH-11DEC25-2600-C
ETH,1765440000000,True,option,put,ETH,2600.0,ETH-11DEC25-2600-P
ETH,1765440000000,True,option,call,ETH,2700.0,ETH-11DEC25-2700-C
ETH,1765440000000,True,option,put,ETH,2700.0,ETH-11DEC25-2700-P
ETH,1765440000000,True,option,call,ETH,2800.0,ETH-11DEC25-2800-C
ETH,1765440000000,True,option,put,ETH,2800.0,ETH-11DEC25-2800-P
ETH,1765440000000,True,option,call,ETH,2850.0,ETH-11DEC25-2850-C
ETH,1765440000000,True,option,put,ETH,2850.0,ETH-11DEC25-2850-P
ETH,1765440000000,True,option,call,ETH,2900.0,ETH-11DEC25-2900-C
ETH,1765440000000,True,option,put,ETH,2900.0,ETH-11DEC25-2900-P
ETH,1765440000000,True,option,call,ETH,2950.0,ETH-11DEC25-2950-C
ETH,1765440000000,True,option,put,ETH,2950.0,ETH-11DEC25-2950-P
ETH,1765440000000,True,option,call,ETH,3000.0,ETH-11DEC25-3000-C
ETH,1765440000000,True,option,put,ETH,3000.0,ETH-11DEC25-3000-P
ETH,1765440000000,True,option,call,ETH,3025.0,ETH-11DEC25-3025-C
ETH,1765440000000,True,option,put,ETH,3025.0,ETH-11DEC25-3025-P
ETH,1765440000000,True,option,call,ETH,3050.0,ETH-11DEC25-3050-C
ETH,1765440000000,True,option,put,ETH,3050.0,ETH-11DEC25-3050-P
ETH,1765440000000,True,option,call,ETH,3075.0,ETH-11DEC25-3075-C
ETH,1765440000000,True,option,put,ETH,3075.0,ETH-11DEC25-3075-P
ETH,1765440000000,True,option,call,ETH,3100.0,ETH-11DEC25-3100-C
ETH,1765440000000,True,option,put,ETH,3100.0,ETH-11DEC25-3100-P
ETH,1765440000000,True,option,call,ETH,3125.0,ETH-11DEC25-3125-C
ETH,1765440000000,True,option,put,ETH,3125.0,ETH-11DEC25-3125-P
ETH,1765440000000,True,option,call,ETH,3150.0,ETH-11DEC25-3150-C
ETH,1765440000000,True,option,put,ETH,3150.0,ETH-11DEC25-3150-P
ETH,1765440000000,True,option,call,ETH,3175.0,ETH-11DEC25-3175-C
ETH,1765440000000,True,option,put,ETH,3175.0,ETH-11DEC25-3175-P
ETH,1765440000000,True,option,call,ETH,3200.0,ETH-11DEC25-3200-C
ETH,1765440000000,True,option,put,ETH,3200.0,ETH-11DEC25-3200-P
ETH,1765440000000,True,option,call,ETH,3250.0,ETH-11DEC25-3250-C
ETH,1765440000000,True,option,put,ETH,3250.0,ETH-11DEC25-3250-P
ETH,1765440000000,True,option,call,ETH,3300.0,ETH-11DEC25-3300-C
ETH,1765440000000,True,option,put,ETH,3300.0,ETH-11DEC25-3300-P
ETH,1765440000000,True,option,call,ETH,3325.0,ETH-11DEC25-3325-C
ETH,1765440000000,True,option,put,ETH,3325.0,ETH-11DEC25-3325-P
ETH,1765440000000,True,option,call,ETH,3350.0,ETH-11DEC25-3350-C
ETH,1765440000000,True,option,put,ETH,3350.0,ETH-11DEC25-3350-P
ETH,1765440000000,True,option,call,ETH,3375.0,ETH-11DEC25-3375-C
ETH,1765440000000,True,option,put,ETH,3375.0,ETH-11DEC25-3375-P
ETH,1765440000000,True,option,call,ETH,3400.0,ETH-11DEC25-3400-C
ETH,1765440000000,True,option,put,ETH,3400.0,ETH-11DEC25-3400-P
ETH,1765440000000,True,option,call,ETH,3450.0,ETH-11DEC25-3450-C
ETH,1765440000000,True,option,put,ETH,3450.0,ETH-11DEC25-3450-P
ETH,1765440000000,True,option,call,ETH,3500.0,ETH-11DEC25-3500-C
ETH,1765440000000,True,option,put,ETH,3500.0,ETH-11DEC25-3500-P
ETH,1765440000000,True,option,call,ETH,3600.0,ETH-11DEC25-3600-C
ETH,1765440000000,True,option,put,ETH,3600.0,ETH-11DEC25-3600-P
ETH,1765440000000,True,option,call,ETH,3700.0,ETH-11DEC25-3700-C
ETH,1765440000000,True,option,put,ETH,3700.0,ETH-11DEC25-3700-P
ETH,1765526400000,True,future,,USD,,ETH-12DEC25
ETH,1765526400000,True,option,call,ETH,2000.0,ETH-12DEC25-2000-C
ETH,1765526400000,True,option,put,ETH,2000.0,ETH-12DEC25-2000-P
ETH,1765526400000,True,option,call,ETH,2200.0,ETH-12DEC25-2200-C
ETH,1765526400000,True,option,put,ETH,2200.0,ETH-12DEC25-2200-P
ETH,1765526400000,True,option,call,ETH,2400.0,ETH-12DEC25-2400-C
ETH,1765526400000,True,option,put,ETH,2400.0,ETH-12DEC25-2400-P
ETH,1765526400000,True,option,call,ETH,2500.0,ETH-12DEC25-2500-C
ETH,1765526400000,True,option,put,ETH,2500.0,ETH-12DEC25-2500-P
ETH,1765526400000,True,option,call,ETH,2600.0,ETH-12DEC25-2600-C
ETH,1765526400000,True,option,put,ETH,2600.0,ETH-12DEC25-2600-P
ETH,1765526400000,True,option,call,ETH,2650.0,ETH-12DEC25-2650-C
ETH,1765526400000,True,option,put,ETH,2650.0,ETH-12DEC25-2650-P
ETH,1765526400000,True,option,call,ETH,2700.0,ETH-12DEC25-2700-C
ETH,1765526400000,True,option,put,ETH,2700.0,ETH-12DEC25-2700-P
ETH,1765526400000,True,option,call,ETH,2750.0,ETH-12DEC25-2750-C
ETH,1765526400000,True,option,put,ETH,2750.0,ETH-12DEC25-2750-P
ETH,1765526400000,True,option,call,ETH,2800.0,ETH-12DEC25-2800-C
ETH,1765526400000,True,option,put,ETH,2800.0,ETH-12DEC25-2800-P
ETH,1765526400000,True,option,call,ETH,2850.0,ETH-12DEC25-2850-C
ETH,1765526400000,True,option,put,ETH,2850.0,ETH-12DEC25-2850-P
ETH,1765526400000,True,option,call,ETH,2900.0,ETH-12DEC25-2900-C
ETH,1765526400000,True,option,put,ETH,2900.0,ETH-12DEC25-2900-P
ETH,1765526400000,True,option,call,ETH,2950.0,ETH-12DEC25-2950-C
ETH,1765526400000,True,option,put,ETH,2950.0,ETH-12DEC25-2950-P
ETH,1765526400000,True,option,call,ETH,3000.0,ETH-12DEC25-3000-C
ETH,1765526400000,True,option,put,ETH,3000.0,ETH-12DEC25-3000-P
ETH,1765526400000,True,option,call,ETH,3050.0,ETH-12DEC25-3050-C
ETH,1765526400000,True,option,put,ETH,3050.0,ETH-12DEC25-3050-P
ETH,1765526400000,True,option,call,ETH,3075.0,ETH-12DEC25-3075-C
ETH,1765526400000,True,option,put,ETH,3075.0,ETH-12DEC25-3075-P
ETH,1765526400000,True,option,call,ETH,3100.0,ETH-12DEC25-3100-C
ETH,1765526400000,True,option,put,ETH,3100.0,ETH-12DEC25-3100-P
ETH,1765526400000,True,option,call,ETH,3125.0,ETH-12DEC25-3125-C
ETH,1765526400000,True,option,put,ETH,3125.0,ETH-12DEC25-3125-P
ETH,1765526400000,True,option,call,ETH,3150.0,ETH-12DEC25-3150-C
ETH,1765526400000,True,option,put,ETH,3150.0,ETH-12DEC25-3150-P
